id,first_name,last_name,patronymic,date_of_birth
,Данна,Опанасенко,Вадимівна,1976-12-04
,Розалія,Олійник,Климентівна,1980-03-25
,Віталій,Супруненко,Костянтинівна,1965-11-05
,Марʼяна,Вітер,Єлисеївна,1928-08-16
,Лариса,Абраменко,Єфремівна,2017-05-19
,Георгій,Ващук,Вадимівна,1936-09-16
,Опанас,Пелех,Дмитріївна,2018-11-30
,Юстим,Юхименко,Максимівна,1946-12-08
,Марта,Баштан,Арсенівна,2010-05-02
,Аркадій,Затовканюк,Микитович,1929-08-17
,Адам,Данькевич,Венедиктович,2000-06-29
,Яків,Твердохліб,Петрівна,1942-06-20
,Олекса,Давиденко,Едуардович,1977-10-20
,Орест,Величко,Макарович,1944-09-09
,Станіслав,Гресь,Германівна,1989-09-09
,Євген,Цушко,Олегівна,1996-11-15
,Христина,Вітер,Мирославівна,1926-06-09
,Єва,Атаманчук,Ааронівна,2002-12-17
,Прохір,Аронець,Єлисейович,1990-01-15
,Зиновій,Михалюк,Антонівна,2020-09-19
,Остап,Демиденко,Олегівна,1937-08-02
,Адам,Петлюра,Глібівна,1960-02-01
,Марʼяна,Давимука,Яремівна,1970-07-23
,Дарина,Дашкевич,Остапівна,2010-08-27
,Єфрем,Рябовіл,Сергіївна,2005-09-20
,Георгій,Деркач,Пилипович,1941-05-29
,Єфрем,Артимович,Ярославівна,1990-08-15
,Марта,Кабалюк,Богуславівна,1960-07-17
,Маруся,Якименко,Вʼячеславівна,2010-07-14
,Наталія,Перепелиця,Макарівна,1971-02-04
,Ада,Радченко,Трохимівна,1933-05-19
,Вікторія,Чередник,Лукʼянівна,1994-02-22
,Єфрем,Жученко,Євгенівна,1965-08-23
,Ігнат,Гаврилишин,Мартинович,1999-01-12
,Симон,Захарченко,Федорович,1996-09-02
,Тереза,Дзюба,Соломонівна,1994-12-18
,Дан,Бабенко,Костянтинович,1943-10-07
,Людмила,Заєць,Устимівна,2009-03-22
,Наталія,Баранник,Дмитріївна,1968-09-17
,Володимир,Кармалюк,Леонідович,1934-07-21
,Кирило,Килимник,Тарасівна,1940-06-29
,Богуслава,Дубенко,Романівна,1989-03-04
,Федір,Дейнека,Симонівна,1949-08-02
,Лукʼян,Савенко,Юхимович,1948-01-24
,Леонід,Бакуменко,Прохорович,1980-11-06
,Орхип,Рева,Валентинович,1984-09-10
,Болеслав,Саченко,Гордіївна,1993-08-08
,Леонід,Штокало,Захарівна,1960-09-18
,Ірина,Зубко,Аврелійовна,1928-01-28
,Анастасія,Приходько,Ігнатівна,2011-12-10
,Орися,Джус,Пантелеймонівна,1947-10-08
,Сергій,Левченко,Леопольдович,2020-06-15
,Зиновій,Височан,Андріївна,1936-04-01
,Леон,Швачка,Яремович,1951-10-06
,Святослава,Дурдинець,Болеславівна,2001-12-24
,Едита,Їжак,Олегівна,1989-11-02
,Костянтин,Лупій,Трохимівна,1949-12-02
,Віолетта,Царенко,Мирославівна,1930-03-07
,Сніжана,Єрмоленко,Гордіївна,1990-02-01
,Пилип,Жук,Мартинівна,1974-09-25
,Хома,Засенко,Тарасівна,1930-12-25
,Володимир,Козак,Михайлівна,1929-08-11
,Олесь,Скирда,Борисівна,1966-04-19
,Давид,Редько,Йосипович,1949-05-29
,Сніжана,Авдєєнко,Назарівна,1976-02-03
,Еріка,Макаренко,Богуславівна,1967-03-13
,Єлисавета,Андрієнко,Єлисеївна,1982-08-30
,Ярослава,Кабалюк,Вадимівна,1997-05-23
,Аніта,Зінченко,Семенівна,1935-11-21
,Златослава,Романець,Віталіївна,2012-07-02
,Геннадій,Арсенич,Борисівна,1989-08-18
,Дан,Редько,Мирославівна,1962-01-17
,Надія,Кабаненко,Миронівна,1949-01-12
,Онисим,Жаліло,Вікторівна,2010-02-01
,Данна,Яценюк,Олександрівна,2021-09-03
,Дан,Москаль,Богданівна,1948-06-25
,Сніжана,Авдєєнко,Спасівна,1949-04-30
,Марія,Хомик,Давидівна,1984-09-28
,Вʼячеслав,Литвиненко,Ярославівна,1980-08-07
,Леонід,Шамрай,Семенович,2019-08-11
,Тетяна,Швачка,Сергіївна,1974-04-21
,Аліна,Базилевич,Максимівна,1944-01-22
,Емілія,Дейсун,Ростиславівна,2008-07-30
,Ганна,Артюшенко,Адамівна,1964-03-22
,Кирило,Артимишин,Мартинівна,2001-11-20
,Григорій,Романенко,Степанівна,1966-02-08
,Гордій,Василечко,Опанасівна,1945-08-24
,Гліб,Пушкар,Симонович,1960-01-23
,Наталія,Цибуленко,Іллівна,1966-01-28
,Альбіна,Оніщук,Юхимівна,1943-06-07
,Соломія,Дурдинець,Андріївна,1947-09-25
,Миколай,Байда,Дмитрович,2019-02-09
,Надія,Алексійчук,Гаврилівна,2011-04-13
,Онисим,Михайлюк,Болеславівна,1991-09-17
,Макар,Жайворон,Михайлович,1994-10-21
,Варвара,Піддубний,Данівна,1967-07-03
,Тетяна,Шовкопляс,Андріївна,1992-04-08
,Варвара,Жаліло,Ростиславівна,1946-06-05
,Веніямин,Адамчук,Ігорівна,1942-12-10
,Ольга,Андріїшин,Сергіївна,1991-03-18
,Андрій,Абраменко,Іванович,2005-05-05
,Адам,Сич,Олександрович,1968-09-09
,Тимофій,Усик,Петрович,1957-10-28
,Едуард,Єсипенко,Охрімович,1972-11-28
,Лариса,Макаренко,Сергіївна,1943-11-21
,Ілля,Карпа,Бориславович,2004-08-26
,Світлана,Товстуха,Ярославівна,2008-01-31
,Єва,Єщенко,Альбертівна,1936-07-06
,Семен,Байдак,Азарович,1978-03-02
,Едуард,Лемешко,Германівна,1997-06-08
,Григорій,Гавришкевич,Богуславович,1978-08-16
,Соломія,Перепелиця,Вадимівна,1949-08-29
,Тимофій,Їжакевич,Ігнатович,1940-04-05
,Ганна,Скиба,Юхимівна,1957-12-16
,Анастасія,Туркало,Васильівна,1963-01-20
,Єва,Лавренко,Францівна,1975-06-27
,Марта,Андріїшина,Феофанівна,1932-08-09
,Роман,Рябченко,Йосипівна,1941-08-10
,Герман,Сомко,Романівна,1960-09-09
,Ольга,Юхименко,Русланівна,2008-01-20
,Ярема,Сагаль,Артемівна,2003-02-19
,Устим,Ващенко-Захарченко,Пилипович,1950-09-09
,Данна,Сіробаба,Тимофіївна,2017-05-16
,Христина,Архимович,Алевтинівна,2021-08-07
,Марія,Тягнибок,Арсенівна,1959-03-16
,Болеслав,Сірченко,Макарович,1954-10-26
,Юхим,Чарниш,Микитович,1996-05-25
,Артем,Засядько,Мартинович,1992-12-03
,Амалія,Авдєєнко,Едуардівна,1973-04-11
,Мілена,Удовиченко,Трохимівна,1933-10-20
,Аркадій,Архимович,Володимирович,1973-11-17
,Павло,Власенко,Германівна,1974-07-09
,Петро,Артимишин,Стефанівна,1981-08-05
,Ольга,Колісниченко,Симонівна,1989-08-20
,Богданна,Лукаш,Олександрівна,1934-10-30
,Святослава,Шведченко,Іллівна,1984-07-21
,Амалія,Дахно,Іванівна,1971-03-05
,Аніта,Петлюра,Опанасівна,2011-07-08
,Любов,Асаула,Костянтинівна,1962-07-18
,Валентина,Шутько,Йосипівна,1968-08-25
,Марта,Оберемко,Симонівна,1982-09-22
,Надія,Рева,Омелянівна,1993-10-10
,Мілена,Мамчур,Вікторівна,1937-10-04
,Гліб,Панчук,Єфремович,1965-05-13
,Юстина,Семенченко,Русланівна,2020-05-30
,Климент,Євтушенко,Омелянівна,1984-10-19
,Мартин,Терещук,Спасівна,1957-09-28
,Лілія,Колісниченко,Федорівна,1927-05-25
,Мирон,Чуйко,Володимирович,1929-08-28
,Ігор,Ткач,Юхимович,1925-11-05
,Єва,Слюсар,Семенівна,1939-02-14
,Дан,Яремчук,Теодорович,1991-08-07
,Марта,Сірченко,Антонівна,2006-12-07
,Емілія,Корж,Спасівна,1943-03-19
,Василь,Засуха,Русланівна,1975-08-27
,Мирослав,Бабиченко,Миколайович,1946-09-03
,Пантелеймон,Товстоліс,Богданович,1947-11-01
,Варвара,Якименко,Стефанівна,1960-01-28
,Ольга,Даньків,Святославівна,2003-03-04
,Ганна,Микитюк,Варфоломіївна,1966-05-25
,Руслан,Олійник,Петрівна,1945-10-14
,Ярослава,Заєць,Давидівна,1956-11-11
,Лілія,Корбут,Вікторівна,1988-07-08
,Хома,Влох,Геннадійович,1962-10-03
,Святослав,Карась,Назарович,2014-07-14
,Едуард,Панчук,Васильівна,1965-03-30
,Ірина,Остапчук,Святославівна,1947-05-13
